id,exampleid,LingPropValID,group,creator,timestamp
166,1,8964,group_0,user_0_2,627
167,47,5587,group_0,user_0_7,640
168,46,3895,group_0,user_0_1,974
169,2,1945,group_0,user_0_4,824
170,38,5102,group_0,user_0_4,303
171,10,8001,group_0,user_0_4,47
172,39,8035,group_0,user_0_0,73
173,33,6130,group_0,user_0_7,885
174,31,6961,group_0,user_0_1,208
175,45,5086,group_0,user_0_2,933
176,24,7957,group_0,user_0_8,585
177,48,8773,group_0,user_0_2,260
178,6,3143,group_0,user_0_3,661
179,49,6397,group_0,user_0_1,528
180,34,9515,group_0,user_0_3,907
181,37,7960,group_0,user_0_1,429
182,45,2886,group_0,user_0_0,287
183,17,4092,group_0,user_0_1,621
184,4,3006,group_0,user_0_0,133
185,18,41,group_0,user_0_2,848
186,16,4543,group_0,user_0_8,905
187,45,8200,group_0,user_0_0,285
188,30,5402,group_0,user_0_7,143
189,6,8509,group_0,user_0_1,938
190,30,1602,group_0,user_0_2,342
191,49,8658,group_0,user_0_5,786
192,31,3158,group_0,user_0_9,874
193,0,5208,group_0,user_0_6,560
194,23,4950,group_0,user_0_4,793
195,30,658,group_0,user_0_5,253
196,23,864,group_0,user_0_6,432
197,20,3099,group_0,user_0_5,811
198,45,8758,group_0,user_0_6,351
199,41,5768,group_0,user_0_5,332
200,30,842,group_0,user_0_0,685
201,8,2146,group_0,user_0_3,75
202,20,5323,group_0,user_0_6,558
203,32,694,group_0,user_0_6,741
204,17,7324,group_0,user_0_8,32
205,31,7091,group_0,user_0_6,666
206,19,2036,group_0,user_0_1,682
207,34,6050,group_0,user_0_4,905
208,5,1048,group_0,user_0_6,301
209,4,1685,group_0,user_0_8,689
210,37,2413,group_0,user_0_2,86
211,8,5595,group_0,user_0_2,248
212,33,2603,group_0,user_0_5,197
213,37,3360,group_0,user_0_8,929
214,11,3006,group_0,user_0_6,25
215,45,9721,group_0,user_0_9,222
216,3,29,group_0,user_0_9,684
217,4,6335,group_0,user_0_2,125
218,10,830,group_0,user_0_3,261
219,34,2563,group_0,user_0_5,671
220,24,3134,group_0,user_0_6,24
221,14,2028,group_0,user_0_3,161
222,17,5143,group_0,user_0_7,352
223,6,7040,group_0,user_0_4,753
224,39,6620,group_0,user_0_7,395
225,4,5207,group_0,user_0_4,908
226,2,6476,group_0,user_0_7,575
227,12,8704,group_0,user_0_4,791
228,31,9920,group_0,user_0_6,422
229,22,9044,group_0,user_0_6,248
230,45,9773,group_0,user_0_5,128
231,32,6759,group_0,user_0_5,472
232,3,1107,group_0,user_0_2,597
233,29,4746,group_0,user_0_7,728
234,0,6545,group_0,user_0_6,632
235,25,3402,group_0,user_0_6,738
236,8,7127,group_0,user_0_8,890
237,39,6795,group_0,user_0_4,762
238,37,7526,group_0,user_0_7,657
239,43,5123,group_0,user_0_2,459
240,36,5072,group_0,user_0_7,122
241,46,9021,group_0,user_0_5,73
242,8,1247,group_0,user_0_2,205
243,47,5558,group_0,user_0_1,524
244,25,270,group_0,user_0_3,286
245,0,5278,group_0,user_0_7,996
246,12,8373,group_0,user_0_4,30
247,18,9494,group_0,user_0_4,329
248,16,3867,group_0,user_0_8,975
249,4,6663,group_0,user_0_7,584
250,18,8704,group_0,user_0_6,537
251,21,4543,group_0,user_0_7,815
252,40,1596,group_0,user_0_6,947
253,38,3554,group_0,user_0_9,173
254,24,5637,group_0,user_0_9,431
255,1,9223,group_0,user_0_0,919
256,6,8618,group_0,user_0_1,762
257,35,8556,group_0,user_0_1,586
258,12,5599,group_0,user_0_0,324
259,28,1855,group_0,user_0_5,923
260,47,6580,group_0,user_0_6,749
261,10,1745,group_0,user_0_8,6
262,34,2587,group_0,user_0_8,45
263,20,6042,group_0,user_0_2,744
264,36,6763,group_0,user_0_3,657
265,9,3902,group_0,user_0_0,962
266,4,5234,group_0,user_0_1,594
267,19,1357,group_0,user_0_3,514
268,29,6315,group_0,user_0_5,563
269,41,908,group_0,user_0_4,226
270,21,739,group_0,user_0_2,231
271,37,8125,group_0,user_0_8,143
272,18,3547,group_0,user_0_1,955
273,45,4531,group_0,user_0_4,816
274,15,8936,group_0,user_0_3,317
275,43,781,group_0,user_0_7,805
276,25,5006,group_0,user_0_0,588
277,38,5956,group_0,user_0_8,207
278,49,8438,group_0,user_0_7,809
279,35,3497,group_0,user_0_7,562
280,34,4588,group_0,user_0_9,814
281,11,220,group_0,user_0_0,552
282,4,1259,group_0,user_0_7,367
283,17,8471,group_0,user_0_6,315
284,23,1296,group_0,user_0_8,968
285,47,1333,group_0,user_0_0,41
286,26,8585,group_0,user_0_3,994
287,12,3150,group_0,user_0_3,785
288,11,11,group_0,user_0_0,282
289,4,3801,group_0,user_0_8,60
290,11,8429,group_0,user_0_4,958
292,20,5472,group_0,user_0_6,458
293,33,3645,group_0,user_0_1,238
294,37,5371,group_0,user_0_3,24
295,14,4346,group_0,user_0_9,735
296,17,1009,group_0,user_0_9,872
297,41,7079,group_0,user_0_6,286
298,26,6427,group_0,user_0_5,315
299,26,8440,group_0,user_0_0,84
300,21,1502,group_0,user_0_4,865
301,32,7861,group_0,user_0_4,447
302,22,6746,group_0,user_0_3,356
303,37,896,group_0,user_0_4,172
304,30,1287,group_0,user_0_1,843
305,49,2507,group_0,user_0_2,698
306,34,2889,group_0,user_0_5,377
307,24,8161,group_0,user_0_2,997
308,39,3514,group_0,user_0_5,234
309,41,5248,group_0,user_0_0,812
310,34,2946,group_0,user_0_3,696
311,28,5752,group_0,user_0_6,975
312,41,422,group_0,user_0_5,502
313,31,4439,group_0,user_0_2,141
314,7,1994,group_0,user_0_1,499
315,7,556,group_0,user_0_0,434
316,14,1627,group_0,user_0_3,726
317,30,9377,group_0,user_0_4,922
318,3,4679,group_0,user_0_9,383
319,38,4753,group_0,user_0_4,115
320,6,1380,group_0,user_0_6,193
321,12,1820,group_0,user_0_9,376
322,38,7717,group_0,user_0_8,25
323,48,2794,group_0,user_0_9,406
324,27,2851,group_0,user_0_1,797
325,20,5659,group_0,user_0_4,660
326,15,2059,group_0,user_0_7,866
327,21,467,group_0,user_0_0,370
328,49,731,group_0,user_0_6,813
329,2,7037,group_0,user_0_8,789
330,37,186,group_0,user_0_2,530
331,3,9435,group_0,user_0_5,363
332,36,6732,group_0,user_0_4,828
333,29,5380,group_0,user_0_0,433
334,10,2830,group_0,user_0_1,261
335,26,2056,group_0,user_0_5,522
336,44,5680,group_0,user_0_0,288
337,12,2978,group_0,user_0_2,565
338,0,8936,group_0,user_0_5,773
339,26,8672,group_0,user_0_9,810
340,15,8519,group_0,user_0_5,253
341,23,3734,group_0,user_0_8,214
342,25,5508,group_0,user_0_9,921
343,48,515,group_0,user_0_1,854
344,43,2856,group_0,user_0_0,416
345,37,7405,group_0,user_0_9,528
346,29,6992,group_0,user_0_5,553
347,45,4484,group_0,user_0_3,98
348,3,8727,group_0,user_0_7,503
349,6,4231,group_0,user_0_0,759
350,26,5223,group_0,user_0_6,544
351,30,4713,group_0,user_0_2,586
352,17,6775,group_0,user_0_9,723
354,26,7497,group_0,user_0_7,433
355,45,595,group_0,user_0_8,610
356,20,4370,group_0,user_0_9,657
357,39,6694,group_0,user_0_4,486
358,4,9165,group_0,user_0_9,658
359,44,3671,group_0,user_0_1,328
360,44,2595,group_0,user_0_7,320
361,40,7491,group_0,user_0_7,4
362,44,9931,group_0,user_0_6,515
363,48,3665,group_0,user_0_5,621
364,49,6298,group_0,user_0_5,213
365,24,5073,group_0,user_0_5,965
366,49,1517,group_0,user_0_9,744
367,30,6260,group_0,user_0_9,252
368,8,3711,group_0,user_0_6,220
369,12,968,group_0,user_0_6,146
370,3,3593,group_0,user_0_3,32
371,29,7289,group_0,user_0_5,840
372,0,112,group_0,user_0_2,204
373,29,625,group_0,user_0_0,307
374,23,7444,group_0,user_0_7,787
375,39,5517,group_0,user_0_4,888
376,17,5820,group_0,user_0_8,124
377,2,201,group_0,user_0_4,650
378,48,4450,group_0,user_0_4,646
379,47,4982,group_0,user_0_7,411
380,2,5302,group_0,user_0_4,291
381,40,567,group_0,user_0_0,462
382,1,4033,group_0,user_0_4,535
383,39,9496,group_0,user_0_9,683
384,12,5505,group_0,user_0_2,673
385,5,3293,group_0,user_0_6,477
386,38,355,group_0,user_0_1,453
387,27,1382,group_0,user_0_7,9
388,30,5174,group_0,user_0_8,335
389,1,1835,group_0,user_0_3,784
390,20,5381,group_0,user_0_4,25
391,4,5202,group_0,user_0_8,57
392,26,5710,group_0,user_0_7,829
393,27,3295,group_0,user_0_2,56
394,21,3098,group_0,user_0_6,914
395,4,3023,group_0,user_0_2,278
396,35,1031,group_0,user_0_7,494
397,37,7872,group_0,user_0_9,378
398,47,165,group_0,user_0_5,608
399,37,2789,group_0,user_0_2,259
400,27,1923,group_0,user_0_7,425
401,39,5354,group_0,user_0_3,649
402,35,1568,group_0,user_0_6,559
403,8,5771,group_0,user_0_1,48
404,43,1063,group_0,user_0_3,354
405,36,5903,group_0,user_0_5,172
406,24,596,group_0,user_0_1,122
407,22,5672,group_0,user_0_6,109
408,5,8335,group_0,user_0_9,56
409,48,565,group_0,user_0_3,559
410,21,1812,group_0,user_0_6,555
411,47,988,group_0,user_0_3,189
412,36,7851,group_0,user_0_9,68
413,40,5985,group_0,user_0_7,887
414,37,8471,group_0,user_0_4,580
415,8,7366,group_0,user_0_0,92
416,11,6766,group_0,user_0_3,856
417,25,5474,group_0,user_0_6,103
418,27,9017,group_0,user_0_3,629
419,48,7293,group_0,user_0_7,189
420,23,8821,group_0,user_0_4,23
421,22,2494,group_0,user_0_9,340
422,3,8092,group_0,user_0_7,161
423,14,8866,group_0,user_0_2,56
424,4,8902,group_0,user_0_2,836
425,48,1304,group_0,user_0_5,11
426,15,4279,group_0,user_0_5,591
427,24,8757,group_0,user_0_8,197
428,37,1431,group_0,user_0_1,762
429,32,2839,group_0,user_0_1,480
430,31,1929,group_0,user_0_5,267
431,21,2667,group_0,user_0_2,494
432,15,5486,group_0,user_0_8,146
433,19,567,group_0,user_0_6,940
434,45,6822,group_0,user_0_0,766
435,48,4860,group_0,user_0_1,153
436,2,4262,group_0,user_0_0,18
437,42,5520,group_0,user_0_7,242
438,16,3778,group_0,user_0_3,580
439,1,7808,group_0,user_0_4,745
440,18,8174,group_0,user_0_6,320
441,3,9100,group_0,user_0_2,793
442,46,8329,group_0,user_0_3,687
443,30,8515,group_0,user_0_4,815
444,40,8124,group_0,user_0_9,927
445,20,700,group_0,user_0_6,794
446,11,2576,group_0,user_0_5,551
447,41,5277,group_0,user_0_1,604
448,19,9817,group_0,user_0_4,471
449,27,1376,group_0,user_0_6,385
450,25,2079,group_0,user_0_5,139
451,43,5718,group_0,user_0_7,259
452,13,7194,group_0,user_0_2,923
453,43,6162,group_0,user_0_5,96
454,16,215,group_0,user_0_5,259
455,24,4435,group_0,user_0_1,386
456,37,292,group_0,user_0_3,935
457,32,8512,group_0,user_0_0,891
458,33,5059,group_0,user_0_2,878
459,9,1115,group_0,user_0_0,519
460,31,4808,group_0,user_0_0,458
461,15,6543,group_0,user_0_5,225
462,29,2120,group_0,user_0_3,91
463,41,2757,group_0,user_0_3,628
464,36,6609,group_0,user_0_9,438
465,30,8230,group_0,user_0_8,468
466,26,1616,group_0,user_0_9,895
467,5,2464,group_0,user_0_3,829
468,15,9846,group_0,user_0_3,597
469,1,6545,group_0,user_0_9,952
470,7,1796,group_0,user_0_3,283
471,25,7348,group_0,user_0_3,770
472,41,3287,group_0,user_0_5,157
473,29,2350,group_0,user_0_8,2
474,22,1888,group_0,user_0_5,428
475,16,3311,group_0,user_0_8,471
476,14,6129,group_0,user_0_8,464
477,40,9354,group_0,user_0_9,32
478,38,7797,group_0,user_0_5,972
479,39,6809,group_0,user_0_7,482
480,4,4406,group_0,user_0_8,920
481,39,2385,group_0,user_0_7,931
482,38,2944,group_0,user_0_5,116
483,48,8877,group_0,user_0_6,549
484,1,9157,group_0,user_0_6,457
485,43,259,group_0,user_0_5,301
486,22,2891,group_0,user_0_3,536
487,46,3391,group_0,user_0_0,223
488,21,5029,group_0,user_0_3,166
489,24,6789,group_0,user_0_9,270
490,33,8956,group_0,user_0_7,538
491,1,5077,group_0,user_0_8,795
492,13,7464,group_0,user_0_7,576
493,19,5968,group_0,user_0_7,353
494,47,412,group_0,user_0_2,548
495,38,1195,group_0,user_0_4,67
496,29,8793,group_0,user_0_7,200
497,20,9278,group_0,user_0_2,92
498,24,7181,group_0,user_0_6,803
499,11,3880,group_0,user_0_4,104
500,5,6616,group_0,user_0_8,999
501,11,9614,group_0,user_0_3,17
502,1,5573,group_0,user_0_1,397
503,42,8379,group_0,user_0_1,145
504,1,3140,group_0,user_0_3,714
505,6,7416,group_0,user_0_8,148
506,3,711,group_0,user_0_4,197
507,37,988,group_0,user_0_7,93
508,38,3037,group_0,user_0_8,541
509,45,8708,group_0,user_0_3,305
510,30,8523,group_0,user_0_8,289
511,4,5231,group_0,user_0_1,298
512,29,8842,group_0,user_0_8,334
513,19,1369,group_0,user_0_0,115
514,20,5505,group_0,user_0_2,67
515,20,9021,group_0,user_0_5,92
516,40,3021,group_0,user_0_7,377
517,4,7135,group_0,user_0_3,652
518,30,7605,group_0,user_0_0,627
519,39,1051,group_0,user_0_2,247
520,30,9420,group_0,user_0_8,941
521,33,3794,group_0,user_0_6,41
522,9,4924,group_0,user_0_4,263
523,23,4634,group_0,user_0_6,2
524,42,9309,group_0,user_0_1,973
525,37,1659,group_0,user_0_4,859
526,32,4649,group_0,user_0_1,237
527,1,9365,group_0,user_0_7,677
528,31,3890,group_0,user_0_9,592
529,22,3998,group_0,user_0_2,538
530,8,9207,group_0,user_0_0,535
531,17,2710,group_0,user_0_6,230
532,20,6968,group_0,user_0_0,897
533,13,5091,group_0,user_0_8,263
534,10,5781,group_0,user_0_6,560
535,14,7031,group_0,user_0_0,479
536,29,8289,group_0,user_0_4,607
537,36,5203,group_0,user_0_2,562
538,18,433,group_0,user_0_1,501
539,44,1823,group_0,user_0_9,623
540,2,9240,group_0,user_0_6,881
541,15,4331,group_0,user_0_3,199
542,37,4044,group_0,user_0_6,988
543,28,4554,group_0,user_0_8,414
544,45,170,group_0,user_0_7,13
545,19,7130,group_0,user_0_9,825
546,0,8513,group_0,user_0_0,148
547,24,897,group_0,user_0_9,911
548,26,9714,group_0,user_0_8,156
549,9,18,group_0,user_0_5,6
550,34,5122,group_0,user_0_2,233
551,15,6677,group_0,user_0_6,143
552,35,923,group_0,user_0_4,140
553,13,5866,group_0,user_0_9,250
554,42,1036,group_0,user_0_7,181
555,43,6478,group_0,user_0_2,82
556,48,8260,group_0,user_0_8,296
557,29,9595,group_0,user_0_9,52
558,48,6406,group_0,user_0_6,131
559,12,9886,group_0,user_0_0,220
560,21,5458,group_0,user_0_2,979
561,44,4598,group_0,user_0_0,49
562,18,6106,group_0,user_0_4,190
563,28,7088,group_0,user_0_9,362
564,1,2941,group_0,user_0_6,969
565,30,1687,group_0,user_0_9,408
566,0,1055,group_0,user_0_4,432
567,9,134,group_0,user_0_4,963
568,33,5859,group_0,user_0_7,411
569,25,7479,group_0,user_0_6,650
570,37,2768,group_0,user_0_3,641
571,34,7211,group_0,user_0_6,801
572,23,7373,group_0,user_0_3,42
573,3,8257,group_0,user_0_1,733
574,42,1625,group_0,user_0_9,129
575,45,716,group_0,user_0_3,319
576,0,7764,group_0,user_0_5,881
577,24,5445,group_0,user_0_2,307
578,26,9570,group_0,user_0_8,168
579,6,3271,group_0,user_0_8,201
580,3,6188,group_0,user_0_3,655
581,11,5387,group_0,user_0_3,799
582,24,2825,group_0,user_0_5,91
583,41,5598,group_0,user_0_2,337
584,25,95,group_0,user_0_4,68
585,34,2052,group_0,user_0_8,27
586,38,2776,group_0,user_0_1,698
587,47,4729,group_0,user_0_8,940
588,38,3812,group_0,user_0_5,824
589,4,1211,group_0,user_0_2,271
590,33,1617,group_0,user_0_9,371
591,34,1888,group_0,user_0_1,536
592,27,8318,group_0,user_0_1,567
593,39,153,group_0,user_0_2,656
594,45,2971,group_0,user_0_0,246
595,46,9132,group_0,user_0_3,919
596,35,6052,group_0,user_0_6,975
597,9,9646,group_0,user_0_1,375
598,25,2476,group_0,user_0_8,166
599,45,3279,group_0,user_0_0,788
600,5,6611,group_0,user_0_1,3
601,45,4245,group_0,user_0_1,778
602,49,4521,group_0,user_0_5,290
603,48,7393,group_0,user_0_3,225
604,6,6460,group_0,user_0_5,651
605,40,2918,group_0,user_0_7,683
606,16,1659,group_0,user_0_1,902
607,44,5159,group_0,user_0_5,717
608,38,8587,group_0,user_0_0,6
609,12,5922,group_0,user_0_8,972
610,49,348,group_0,user_0_2,545
611,17,7654,group_0,user_0_7,937
612,49,6761,group_0,user_0_5,280
613,3,1382,group_0,user_0_8,436
614,39,4942,group_0,user_0_6,633
615,33,4823,group_0,user_0_9,668
616,29,4798,group_0,user_0_6,9
617,46,5082,group_0,user_0_2,488
618,3,6676,group_0,user_0_8,262
619,7,8453,group_0,user_0_9,56
620,4,5578,group_0,user_0_1,833
621,44,4262,group_0,user_0_8,210
622,38,93,group_0,user_0_6,498
623,17,5694,group_0,user_0_3,272
624,43,1670,group_0,user_0_3,457
625,46,8615,group_0,user_0_7,334
626,33,6566,group_0,user_0_9,978
627,26,5759,group_0,user_0_3,41
628,37,4267,group_0,user_0_9,460
629,38,2598,group_0,user_0_3,159
630,35,6307,group_0,user_0_1,983
631,1,4542,group_0,user_0_5,153
632,44,440,group_0,user_0_7,871
633,13,6679,group_0,user_0_1,963
634,36,2660,group_0,user_0_2,395
635,37,2385,group_0,user_0_5,716
636,38,2755,group_0,user_0_4,50
637,4,9657,group_0,user_0_4,782
638,11,4350,group_0,user_0_0,643
639,39,663,group_0,user_0_9,586
640,19,8445,group_0,user_0_7,142
641,17,5029,group_0,user_0_7,5
642,9,5015,group_0,user_0_2,17
643,33,2350,group_0,user_0_1,452
644,31,1647,group_0,user_0_9,96
645,27,247,group_0,user_0_0,184
646,23,5418,group_0,user_0_3,413
647,10,1318,group_0,user_0_8,13
648,7,6355,group_0,user_0_2,393
649,42,860,group_0,user_0_0,368
651,34,2850,group_0,user_0_9,795
652,4,5674,group_0,user_0_9,459
653,33,8285,group_0,user_0_1,562
654,11,6359,group_0,user_0_1,111
655,2,8233,group_0,user_0_7,737
656,41,6651,group_0,user_0_8,410
657,16,2409,group_0,user_0_3,360
658,28,7426,group_0,user_0_1,78
659,26,2694,group_0,user_0_3,791
660,44,7609,group_0,user_0_2,289
661,48,7915,group_0,user_0_6,541
662,12,6268,group_0,user_0_8,585
663,1,3785,group_0,user_0_2,242
664,10,7839,group_0,user_0_2,511
665,30,25,group_0,user_0_3,544
666,49,4997,group_0,user_0_5,61
667,28,2496,group_0,user_0_8,456
668,10,8382,group_0,user_0_0,301
669,21,2141,group_0,user_0_9,215
670,17,9912,group_0,user_0_1,336
671,42,6623,group_0,user_0_6,98
672,10,3679,group_0,user_0_5,26
673,3,6116,group_0,user_0_9,610
674,27,2816,group_0,user_0_5,67
675,15,4960,group_0,user_0_9,930
676,15,2366,group_0,user_0_1,994
677,41,9159,group_0,user_0_2,886
678,27,2089,group_0,user_0_2,929
679,34,2081,group_0,user_0_5,233
680,26,268,group_0,user_0_3,74
681,6,9061,group_0,user_0_6,633
682,8,8858,group_0,user_0_8,56
683,8,8862,group_0,user_0_5,300
684,41,9824,group_0,user_0_6,162
685,42,5218,group_0,user_0_1,99
686,22,1828,group_0,user_0_7,209
687,15,391,group_0,user_0_3,222
688,13,5677,group_0,user_0_9,148
689,49,6688,group_0,user_0_7,545
690,28,8209,group_0,user_0_6,447
691,19,8512,group_0,user_0_6,33
692,27,745,group_0,user_0_0,993
693,24,9618,group_0,user_0_2,455
694,2,3884,group_0,user_0_3,988
695,25,1123,group_0,user_0_8,891
696,35,2395,group_0,user_0_1,998
697,3,591,group_0,user_0_8,947
698,21,3416,group_0,user_0_3,479
699,36,2218,group_0,user_0_5,368
700,11,2865,group_0,user_0_8,74
701,33,7607,group_0,user_0_4,552
702,34,6226,group_0,user_0_6,141
703,23,8116,group_0,user_0_8,177
704,47,3886,group_0,user_0_2,734
705,29,5825,group_0,user_0_3,571
706,33,7080,group_0,user_0_8,15
707,7,2447,group_0,user_0_2,229
708,26,5617,group_0,user_0_8,620
709,22,5360,group_0,user_0_0,351
710,29,6875,group_0,user_0_7,188
711,44,2162,group_0,user_0_2,978
712,10,2472,group_0,user_0_4,715
713,46,5606,group_0,user_0_9,40
714,32,6418,group_0,user_0_9,47
715,13,8473,group_0,user_0_0,366
716,43,2025,group_0,user_0_2,730
717,18,4413,group_0,user_0_8,539
718,8,8238,group_0,user_0_0,597
719,23,2004,group_0,user_0_1,588
720,9,4740,group_0,user_0_2,354
721,34,5785,group_0,user_0_8,386
722,46,4369,group_0,user_0_3,225
723,14,7345,group_0,user_0_9,587
724,30,6961,group_0,user_0_9,985
725,4,9673,group_0,user_0_2,144
726,2,748,group_0,user_0_0,383
727,5,186,group_0,user_0_8,442
728,10,113,group_0,user_0_2,428
729,27,2471,group_0,user_0_4,530
730,32,3177,group_0,user_0_0,971
731,49,7137,group_0,user_0_2,539
732,34,4847,group_0,user_0_9,739
733,16,9812,group_0,user_0_3,586
734,33,7257,group_0,user_0_8,186
735,22,39,group_0,user_0_7,500
736,16,2880,group_0,user_0_3,85
737,10,2270,group_0,user_0_7,727
738,13,7580,group_0,user_0_1,533
739,18,5606,group_0,user_0_3,688
740,26,5355,group_0,user_0_3,268
741,13,1282,group_0,user_0_9,303
