id,lingid,propid,value,group,creator,timestamp
123,13,17,2,group_0,user_0_0,66
124,13,39,1,group_0,user_0_3,415
125,15,17,0,group_0,user_0_4,147
126,31,10,1,group_0,user_0_5,879
127,9,9,0,group_0,user_0_7,163
128,15,10,4,group_0,user_0_3,410
129,14,13,1,group_0,user_0_9,996
130,22,24,0,group_0,user_0_8,910
131,13,24,4,group_0,user_0_7,454
132,31,35,1,group_0,user_0_0,60
133,31,4,1,group_0,user_0_8,902
134,37,13,2,group_0,user_0_8,602
135,13,24,0,group_0,user_0_1,844
136,10,38,2,group_0,user_0_3,426
137,6,22,3,group_0,user_0_7,475
138,10,15,3,group_0,user_0_8,41
139,27,10,0,group_0,user_0_6,692
140,6,17,3,group_0,user_0_7,828
141,19,24,4,group_0,user_0_6,992
142,22,10,2,group_0,user_0_5,695
143,15,15,0,group_0,user_0_2,929
144,44,13,1,group_0,user_0_8,208
145,19,39,1,group_0,user_0_8,615
146,15,13,3,group_0,user_0_4,985
147,19,24,2,group_0,user_0_4,485
148,15,24,0,group_0,user_0_5,796
149,9,13,3,group_0,user_0_3,25
150,31,17,0,group_0,user_0_8,350
151,31,14,2,group_0,user_0_4,212
152,23,17,0,group_0,user_0_0,255
153,23,14,3,group_0,user_0_1,177
154,6,26,3,group_0,user_0_1,580
155,9,26,4,group_0,user_0_9,421
156,21,22,2,group_0,user_0_8,979
157,6,9,4,group_0,user_0_2,835
158,23,12,3,group_0,user_0_7,775
159,44,13,0,group_0,user_0_8,764
160,44,22,1,group_0,user_0_9,210
161,13,10,2,group_0,user_0_8,175
162,15,10,3,group_0,user_0_7,451
163,23,38,1,group_0,user_0_8,288
164,22,35,4,group_0,user_0_5,917
165,21,24,0,group_0,user_0_0,893
166,14,4,2,group_0,user_0_2,21
167,27,13,3,group_0,user_0_7,210
168,21,15,4,group_0,user_0_5,653
169,9,17,1,group_0,user_0_2,286
170,27,12,0,group_0,user_0_9,881
171,31,22,2,group_0,user_0_4,657
172,13,15,3,group_0,user_0_2,190
173,6,13,4,group_0,user_0_4,481
174,13,26,1,group_0,user_0_3,697
175,21,22,2,group_0,user_0_3,132
176,15,26,3,group_0,user_0_3,418
177,14,24,1,group_0,user_0_6,977
178,27,14,1,group_0,user_0_2,915
179,23,14,1,group_0,user_0_7,683
180,27,10,4,group_0,user_0_6,611
181,27,39,4,group_0,user_0_3,166
182,19,35,4,group_0,user_0_6,663
183,19,17,3,group_0,user_0_6,618
184,6,24,0,group_0,user_0_7,148
185,10,22,0,group_0,user_0_2,847
186,19,15,1,group_0,user_0_9,639
187,6,35,4,group_0,user_0_1,377
188,31,9,3,group_0,user_0_2,118
189,22,22,0,group_0,user_0_7,924
190,10,12,4,group_0,user_0_1,808
191,37,4,1,group_0,user_0_7,643
192,44,14,3,group_0,user_0_2,160
193,23,17,3,group_0,user_0_7,331
194,22,13,2,group_0,user_0_3,412
195,22,35,3,group_0,user_0_5,577
196,10,12,3,group_0,user_0_8,562
197,15,35,1,group_0,user_0_7,219
198,6,22,2,group_0,user_0_6,607
199,13,17,0,group_0,user_0_0,972
200,44,9,0,group_0,user_0_7,666
201,44,12,0,group_0,user_0_4,801
202,40,39,2,group_0,user_0_1,755
203,14,17,4,group_0,user_0_1,777
204,40,15,4,group_0,user_0_0,273
205,10,15,3,group_0,user_0_7,375
206,44,24,3,group_0,user_0_2,177
207,40,35,1,group_0,user_0_7,390
208,10,35,1,group_0,user_0_3,720
209,40,4,1,group_0,user_0_7,940
210,44,38,4,group_0,user_0_2,188
211,37,26,0,group_0,user_0_5,605
212,37,35,4,group_0,user_0_6,881
213,6,22,0,group_0,user_0_4,420
214,23,17,1,group_0,user_0_2,403
215,37,39,3,group_0,user_0_2,40
216,23,39,4,group_0,user_0_5,434
217,6,4,2,group_0,user_0_1,239
218,31,22,2,group_0,user_0_7,644
219,23,24,3,group_0,user_0_1,571
220,23,4,3,group_0,user_0_5,970
221,15,12,3,group_0,user_0_5,663
222,23,9,4,group_0,user_0_2,208
223,21,14,1,group_0,user_0_3,593
224,31,12,4,group_0,user_0_5,108
225,23,14,3,group_0,user_0_9,813
226,31,26,4,group_0,user_0_0,416
227,19,12,3,group_0,user_0_2,331
228,23,17,1,group_0,user_0_4,478
229,27,35,2,group_0,user_0_2,846
230,9,12,4,group_0,user_0_7,791
231,6,38,4,group_0,user_0_5,745
232,13,9,2,group_0,user_0_8,283
233,37,38,4,group_0,user_0_8,575
234,40,35,0,group_0,user_0_5,807
235,27,38,2,group_0,user_0_4,182
236,22,4,4,group_0,user_0_9,712
237,37,12,1,group_0,user_0_8,670
238,6,10,1,group_0,user_0_2,423
239,31,38,1,group_0,user_0_9,320
240,27,12,2,group_0,user_0_7,484
241,10,4,4,group_0,user_0_0,969
242,21,13,3,group_0,user_0_1,953
243,6,10,3,group_0,user_0_0,946
244,22,15,0,group_0,user_0_8,196
245,23,39,1,group_0,user_0_0,202
246,27,38,3,group_0,user_0_2,770
247,40,14,4,group_0,user_0_5,264
248,22,22,3,group_0,user_0_3,609
249,27,4,1,group_0,user_0_2,90
250,37,15,2,group_0,user_0_0,919
251,40,15,2,group_0,user_0_9,358
252,14,22,3,group_0,user_0_4,696
253,31,24,0,group_0,user_0_6,645
254,15,24,3,group_0,user_0_7,471
255,37,4,1,group_0,user_0_7,124
256,9,24,4,group_0,user_0_7,102
257,19,22,4,group_0,user_0_1,284
258,44,12,2,group_0,user_0_7,669
259,37,35,2,group_0,user_0_9,842
260,23,35,4,group_0,user_0_8,839
261,21,17,0,group_0,user_0_8,863
262,22,24,3,group_0,user_0_5,762
263,37,10,1,group_0,user_0_5,658
264,13,24,4,group_0,user_0_1,76
265,19,24,0,group_0,user_0_9,476
266,27,39,2,group_0,user_0_7,804
267,31,24,2,group_0,user_0_5,211
268,21,4,1,group_0,user_0_7,989
269,40,10,4,group_0,user_0_8,176
270,27,13,0,group_0,user_0_8,270
271,40,35,3,group_0,user_0_5,390
272,6,35,4,group_0,user_0_6,668
273,22,35,0,group_0,user_0_3,708
274,13,9,1,group_0,user_0_0,987
275,27,12,1,group_0,user_0_6,42
276,21,13,4,group_0,user_0_8,559
277,9,15,1,group_0,user_0_9,149
278,37,38,0,group_0,user_0_0,982
279,6,26,3,group_0,user_0_1,650
280,37,35,2,group_0,user_0_0,724
281,9,39,3,group_0,user_0_3,464
282,15,22,2,group_0,user_0_9,519
283,44,10,3,group_0,user_0_7,133
284,31,12,4,group_0,user_0_4,393
285,9,39,4,group_0,user_0_9,779
286,19,13,0,group_0,user_0_6,16
287,27,9,1,group_0,user_0_1,917
288,37,14,1,group_0,user_0_1,161
289,10,10,3,group_0,user_0_6,662
290,40,22,4,group_0,user_0_3,893
291,22,13,3,group_0,user_0_9,45
292,14,15,3,group_0,user_0_0,348
293,14,10,3,group_0,user_0_9,445
294,40,15,4,group_0,user_0_9,28
295,14,13,2,group_0,user_0_1,109
296,44,24,1,group_0,user_0_9,588
297,37,12,3,group_0,user_0_1,654
298,37,22,1,group_0,user_0_4,558
299,13,22,1,group_0,user_0_8,259
300,40,38,0,group_0,user_0_7,725
301,6,10,2,group_0,user_0_1,772
302,40,26,1,group_0,user_0_4,140
303,31,10,4,group_0,user_0_5,244
304,14,13,4,group_0,user_0_9,374
305,31,17,4,group_0,user_0_3,884
306,40,22,1,group_0,user_0_0,819
307,31,13,4,group_0,user_0_2,885
308,19,12,1,group_0,user_0_1,90
309,13,10,3,group_0,user_0_8,729
310,21,10,2,group_0,user_0_9,306
311,6,26,2,group_0,user_0_7,303
312,15,17,3,group_0,user_0_9,887
313,27,17,0,group_0,user_0_4,682
314,22,24,0,group_0,user_0_4,803
315,22,38,3,group_0,user_0_1,635
316,14,17,2,group_0,user_0_9,13
317,44,15,0,group_0,user_0_6,110
318,9,26,0,group_0,user_0_4,473
319,40,39,3,group_0,user_0_8,699
320,10,39,2,group_0,user_0_7,960
321,37,4,1,group_0,user_0_6,467
322,22,15,0,group_0,user_0_7,734
323,31,38,3,group_0,user_0_9,403
324,22,39,0,group_0,user_0_3,110
325,40,26,0,group_0,user_0_8,362
326,15,17,3,group_0,user_0_0,979
327,23,22,1,group_0,user_0_0,522
328,15,9,1,group_0,user_0_6,431
329,6,9,4,group_0,user_0_9,837
330,9,35,4,group_0,user_0_9,741
331,13,17,3,group_0,user_0_8,319
332,10,9,3,group_0,user_0_8,632
333,15,38,3,group_0,user_0_9,361
334,37,24,2,group_0,user_0_3,632
335,21,38,3,group_0,user_0_8,908
336,19,10,0,group_0,user_0_6,200
337,13,9,4,group_0,user_0_5,433
338,19,35,4,group_0,user_0_4,976
339,15,17,2,group_0,user_0_2,711
340,22,39,2,group_0,user_0_1,597
341,15,15,0,group_0,user_0_3,429
342,15,10,1,group_0,user_0_6,214
343,9,39,0,group_0,user_0_1,786
344,10,38,1,group_0,user_0_1,15
345,22,14,1,group_0,user_0_3,107
346,10,35,4,group_0,user_0_4,161
347,19,14,4,group_0,user_0_4,858
348,13,26,3,group_0,user_0_9,302
349,44,15,2,group_0,user_0_7,989
350,19,14,2,group_0,user_0_4,798
351,10,24,4,group_0,user_0_5,623
352,15,9,1,group_0,user_0_5,949
353,10,24,1,group_0,user_0_0,617
354,22,39,0,group_0,user_0_7,707
355,27,14,0,group_0,user_0_2,966
356,22,10,3,group_0,user_0_3,349
357,14,10,1,group_0,user_0_4,810
358,6,22,0,group_0,user_0_6,351
359,6,35,2,group_0,user_0_8,965
360,21,15,3,group_0,user_0_7,638
361,37,38,0,group_0,user_0_5,688
362,40,26,4,group_0,user_0_5,185
363,10,4,1,group_0,user_0_3,837
364,21,13,4,group_0,user_0_4,151
365,44,12,4,group_0,user_0_4,977
366,14,10,2,group_0,user_0_4,817
367,14,12,2,group_0,user_0_5,171
368,23,9,2,group_0,user_0_2,981
369,23,4,1,group_0,user_0_4,881
370,14,15,3,group_0,user_0_8,410
371,10,38,3,group_0,user_0_1,985
372,23,13,4,group_0,user_0_6,553
373,13,38,2,group_0,user_0_2,325
374,31,4,1,group_0,user_0_7,611
375,9,15,3,group_0,user_0_4,656
376,22,22,2,group_0,user_0_7,395
377,40,35,4,group_0,user_0_7,724
378,13,4,1,group_0,user_0_8,774
379,40,10,0,group_0,user_0_1,669
380,15,17,3,group_0,user_0_8,921
381,10,17,2,group_0,user_0_2,158
382,22,17,2,group_0,user_0_5,918
383,40,22,4,group_0,user_0_4,385
384,22,12,1,group_0,user_0_6,149
385,19,17,2,group_0,user_0_1,530
386,6,26,4,group_0,user_0_2,768
387,23,17,0,group_0,user_0_5,228
388,13,38,3,group_0,user_0_4,83
389,6,39,1,group_0,user_0_8,218
390,40,26,2,group_0,user_0_1,32
391,19,4,0,group_0,user_0_7,967
392,9,9,4,group_0,user_0_2,172
393,15,12,2,group_0,user_0_7,572
394,14,9,3,group_0,user_0_2,469
395,6,39,0,group_0,user_0_6,676
396,37,22,3,group_0,user_0_2,203
397,23,35,2,group_0,user_0_8,923
398,21,14,0,group_0,user_0_2,629
399,14,12,3,group_0,user_0_0,957
400,22,17,2,group_0,user_0_1,280
401,22,4,0,group_0,user_0_1,977
402,22,12,1,group_0,user_0_1,675
403,27,15,4,group_0,user_0_3,427
404,23,12,3,group_0,user_0_6,626
405,40,12,1,group_0,user_0_5,54
406,19,17,1,group_0,user_0_7,615
407,40,14,0,group_0,user_0_1,155
408,10,10,0,group_0,user_0_4,661
409,40,4,0,group_0,user_0_6,948
410,44,35,0,group_0,user_0_6,196
411,44,22,1,group_0,user_0_1,257
412,31,9,4,group_0,user_0_4,558
413,15,12,1,group_0,user_0_4,976
414,6,26,3,group_0,user_0_0,845
415,14,12,3,group_0,user_0_5,469
416,15,9,3,group_0,user_0_4,86
417,15,39,4,group_0,user_0_4,501
418,44,14,0,group_0,user_0_2,221
419,15,24,4,group_0,user_0_2,184
420,14,9,1,group_0,user_0_5,454
421,44,24,4,group_0,user_0_6,461
422,23,35,0,group_0,user_0_9,999
423,15,35,2,group_0,user_0_0,171
424,13,13,1,group_0,user_0_4,151
425,22,26,2,group_0,user_0_0,211
426,27,12,2,group_0,user_0_1,68
427,22,39,4,group_0,user_0_9,14
428,23,24,2,group_0,user_0_5,819
429,22,12,4,group_0,user_0_1,937
430,15,22,1,group_0,user_0_8,842
431,15,13,1,group_0,user_0_9,48
432,9,13,2,group_0,user_0_4,122
433,44,13,4,group_0,user_0_8,421
434,19,14,1,group_0,user_0_4,982
435,37,12,1,group_0,user_0_5,338
436,10,14,2,group_0,user_0_1,219
437,19,35,1,group_0,user_0_7,949
438,13,24,2,group_0,user_0_3,870
439,22,17,0,group_0,user_0_4,898
440,15,17,0,group_0,user_0_6,839
441,40,39,1,group_0,user_0_3,306
442,23,14,3,group_0,user_0_9,457
443,9,15,0,group_0,user_0_3,376
444,44,13,2,group_0,user_0_7,553
445,21,4,3,group_0,user_0_8,796
446,13,4,3,group_0,user_0_2,819
447,15,12,2,group_0,user_0_0,451
448,10,39,3,group_0,user_0_2,132
449,44,15,4,group_0,user_0_5,641
450,13,35,4,group_0,user_0_5,615
451,27,13,4,group_0,user_0_4,69
452,9,26,2,group_0,user_0_8,67
453,14,15,3,group_0,user_0_2,925
454,10,9,2,group_0,user_0_3,609
455,27,35,0,group_0,user_0_7,812
456,6,26,1,group_0,user_0_9,653
457,31,26,2,group_0,user_0_7,442
458,40,39,3,group_0,user_0_2,332
459,40,17,4,group_0,user_0_3,317
460,44,10,2,group_0,user_0_2,413
461,22,10,0,group_0,user_0_4,202
462,9,15,0,group_0,user_0_6,425
463,37,35,3,group_0,user_0_1,715
464,44,35,3,group_0,user_0_6,927
465,6,17,2,group_0,user_0_7,183
466,21,26,0,group_0,user_0_7,491
467,14,17,2,group_0,user_0_5,522
468,22,22,0,group_0,user_0_8,192
469,13,9,3,group_0,user_0_5,532
470,13,39,4,group_0,user_0_8,379
471,22,38,0,group_0,user_0_2,906
472,37,39,0,group_0,user_0_4,888
473,44,13,1,group_0,user_0_8,900
474,23,10,1,group_0,user_0_2,719
475,44,10,1,group_0,user_0_3,289
476,22,15,0,group_0,user_0_9,890
477,13,10,2,group_0,user_0_2,38
478,10,12,4,group_0,user_0_0,217
479,15,14,1,group_0,user_0_9,823
480,23,35,4,group_0,user_0_2,197
481,10,39,3,group_0,user_0_9,561
482,14,4,1,group_0,user_0_3,940
483,23,13,0,group_0,user_0_8,31
484,9,38,2,group_0,user_0_9,370
485,31,9,1,group_0,user_0_8,38
486,23,14,2,group_0,user_0_6,993
487,40,9,0,group_0,user_0_5,899
488,27,35,4,group_0,user_0_2,302
489,9,17,4,group_0,user_0_1,618
490,6,10,3,group_0,user_0_4,795
491,6,35,1,group_0,user_0_6,795
492,19,14,1,group_0,user_0_9,707
493,6,9,2,group_0,user_0_7,200
494,6,9,3,group_0,user_0_9,216
495,37,12,0,group_0,user_0_9,726
496,23,10,3,group_0,user_0_2,444
497,10,9,2,group_0,user_0_4,55
498,44,39,4,group_0,user_0_5,438
499,27,17,3,group_0,user_0_5,302
500,22,12,4,group_0,user_0_0,502
501,22,15,4,group_0,user_0_2,452
502,13,9,3,group_0,user_0_9,885
503,15,14,4,group_0,user_0_0,951
504,6,26,1,group_0,user_0_3,70
505,40,24,2,group_0,user_0_4,249
506,9,9,1,group_0,user_0_1,217
507,10,26,1,group_0,user_0_9,454
508,23,17,1,group_0,user_0_6,50
509,22,17,2,group_0,user_0_1,21
510,15,14,1,group_0,user_0_8,629
511,6,17,3,group_0,user_0_9,296
512,19,4,2,group_0,user_0_9,643
513,9,17,2,group_0,user_0_4,11
514,44,13,3,group_0,user_0_9,613
515,23,15,3,group_0,user_0_9,821
516,27,38,0,group_0,user_0_6,732
517,31,13,4,group_0,user_0_7,238
518,44,24,2,group_0,user_0_1,836
519,15,9,0,group_0,user_0_2,183
520,31,17,3,group_0,user_0_7,156
521,9,10,2,group_0,user_0_2,604
522,44,13,0,group_0,user_0_1,507
523,37,12,0,group_0,user_0_5,733
524,37,14,0,group_0,user_0_5,534
525,44,14,1,group_0,user_0_1,258
526,40,39,1,group_0,user_0_0,180
527,31,13,1,group_0,user_0_3,63
528,27,26,4,group_0,user_0_6,585
529,15,24,1,group_0,user_0_2,447
530,9,15,4,group_0,user_0_4,730
531,31,17,1,group_0,user_0_4,216
532,13,26,3,group_0,user_0_9,583
533,22,10,0,group_0,user_0_5,159
534,23,9,0,group_0,user_0_0,101
535,27,14,3,group_0,user_0_4,797
536,44,9,4,group_0,user_0_1,700
537,21,4,3,group_0,user_0_4,471
538,44,15,2,group_0,user_0_8,452
539,37,12,3,group_0,user_0_0,256
540,27,10,1,group_0,user_0_4,814
541,15,35,3,group_0,user_0_7,479
542,27,24,0,group_0,user_0_3,976
543,19,26,1,group_0,user_0_9,200
544,9,14,2,group_0,user_0_8,22
545,14,39,3,group_0,user_0_5,577
546,19,26,0,group_0,user_0_5,164
547,21,17,4,group_0,user_0_7,784
548,22,17,4,group_0,user_0_0,543
549,10,22,2,group_0,user_0_5,878
550,15,35,3,group_0,user_0_1,701
551,40,12,2,group_0,user_0_5,783
552,44,26,4,group_0,user_0_5,154
553,21,24,2,group_0,user_0_8,500
554,9,14,4,group_0,user_0_7,677
555,22,35,3,group_0,user_0_9,575
556,13,39,2,group_0,user_0_1,682
557,10,26,4,group_0,user_0_1,832
558,6,12,1,group_0,user_0_0,631
559,10,9,1,group_0,user_0_6,726
560,31,13,0,group_0,user_0_7,331
561,27,26,3,group_0,user_0_1,442
562,13,14,1,group_0,user_0_2,674
563,13,38,4,group_0,user_0_7,600
564,27,35,3,group_0,user_0_9,585
565,23,4,0,group_0,user_0_4,13
566,19,13,3,group_0,user_0_3,36
567,27,12,4,group_0,user_0_1,510
568,21,22,4,group_0,user_0_1,255
569,37,12,3,group_0,user_0_0,25
570,27,14,2,group_0,user_0_7,107
571,14,38,4,group_0,user_0_6,349
572,23,38,3,group_0,user_0_8,521
573,6,14,1,group_0,user_0_4,625
574,31,39,0,group_0,user_0_7,472
575,22,22,0,group_0,user_0_7,320
576,21,15,4,group_0,user_0_4,991
577,6,4,1,group_0,user_0_7,952
578,37,24,0,group_0,user_0_5,630
579,22,22,1,group_0,user_0_6,944
580,15,10,2,group_0,user_0_4,804
581,21,14,3,group_0,user_0_7,186
582,23,22,2,group_0,user_0_1,982
583,27,22,2,group_0,user_0_7,54
584,44,39,2,group_0,user_0_3,387
585,15,35,4,group_0,user_0_9,592
586,10,12,2,group_0,user_0_5,879
587,37,35,4,group_0,user_0_6,93
588,9,24,3,group_0,user_0_0,560
589,6,35,3,group_0,user_0_9,879
590,27,10,0,group_0,user_0_3,4
591,31,12,3,group_0,user_0_2,350
592,14,15,4,group_0,user_0_5,814
593,14,35,0,group_0,user_0_7,879
594,19,15,4,group_0,user_0_2,456
595,9,35,0,group_0,user_0_8,736
596,10,4,1,group_0,user_0_0,308
597,6,14,2,group_0,user_0_3,234
598,37,10,4,group_0,user_0_6,110
599,13,9,0,group_0,user_0_9,292
600,40,13,4,group_0,user_0_3,216
601,31,9,2,group_0,user_0_0,743
602,22,12,0,group_0,user_0_6,18
603,9,15,0,group_0,user_0_0,855
604,6,9,4,group_0,user_0_5,696
605,37,35,0,group_0,user_0_1,717
606,37,9,1,group_0,user_0_6,418
607,14,10,3,group_0,user_0_5,929
608,22,24,1,group_0,user_0_0,879
609,6,13,2,group_0,user_0_6,383
610,23,12,3,group_0,user_0_4,451
611,23,38,4,group_0,user_0_2,846
612,37,10,3,group_0,user_0_1,856
613,15,39,2,group_0,user_0_7,477
614,44,10,0,group_0,user_0_0,450
615,40,14,2,group_0,user_0_9,133
616,27,24,3,group_0,user_0_5,991
617,40,4,2,group_0,user_0_8,174
618,31,14,3,group_0,user_0_3,38
619,23,14,3,group_0,user_0_3,439
620,23,38,0,group_0,user_0_2,211
621,44,10,3,group_0,user_0_4,513
622,31,9,2,group_0,user_0_9,833
623,27,12,2,group_0,user_0_5,274
624,10,14,3,group_0,user_0_2,104
625,13,26,2,group_0,user_0_5,619
626,13,12,0,group_0,user_0_4,110
627,14,38,1,group_0,user_0_8,636
628,22,35,3,group_0,user_0_3,624
629,27,26,1,group_0,user_0_3,985
630,44,26,4,group_0,user_0_3,997
631,31,26,0,group_0,user_0_4,527
632,10,38,1,group_0,user_0_6,118
633,6,15,0,group_0,user_0_8,745
634,31,39,0,group_0,user_0_2,826
635,21,9,3,group_0,user_0_3,166
636,23,13,1,group_0,user_0_9,649
637,6,4,4,group_0,user_0_9,106
638,44,39,3,group_0,user_0_3,458
639,14,12,3,group_0,user_0_2,219
640,23,9,4,group_0,user_0_7,176
641,31,4,4,group_0,user_0_6,501
642,23,14,2,group_0,user_0_9,626
643,22,15,0,group_0,user_0_4,651
644,22,17,2,group_0,user_0_0,148
645,44,10,2,group_0,user_0_2,23
646,13,17,1,group_0,user_0_4,315
647,23,24,4,group_0,user_0_6,422
648,6,15,2,group_0,user_0_3,586
649,44,14,4,group_0,user_0_5,185
650,14,35,0,group_0,user_0_0,30
651,10,13,0,group_0,user_0_0,869
652,37,9,1,group_0,user_0_4,104
653,37,13,3,group_0,user_0_8,790
654,22,38,0,group_0,user_0_4,358
655,23,39,4,group_0,user_0_8,122
656,27,14,4,group_0,user_0_2,713
657,9,14,1,group_0,user_0_7,803
658,9,39,1,group_0,user_0_3,685
659,44,17,0,group_0,user_0_7,617
660,37,22,3,group_0,user_0_2,712
661,19,17,1,group_0,user_0_3,149
662,21,12,4,group_0,user_0_1,254
663,6,17,3,group_0,user_0_3,835
664,14,14,0,group_0,user_0_9,449
665,13,22,4,group_0,user_0_6,912
666,27,35,4,group_0,user_0_3,824
667,44,10,2,group_0,user_0_2,372
668,10,35,0,group_0,user_0_8,912
669,13,10,2,group_0,user_0_0,741
670,9,22,2,group_0,user_0_5,507
671,31,22,3,group_0,user_0_5,809
672,15,13,3,group_0,user_0_0,851
673,10,10,1,group_0,user_0_9,188
674,37,26,2,group_0,user_0_1,733
675,22,10,3,group_0,user_0_8,676
676,44,10,1,group_0,user_0_1,552
677,27,38,1,group_0,user_0_7,495
678,23,9,1,group_0,user_0_9,530
679,15,38,0,group_0,user_0_8,293
680,22,38,3,group_0,user_0_9,353
681,6,22,0,group_0,user_0_7,562
682,31,13,4,group_0,user_0_2,118
683,15,14,1,group_0,user_0_5,915
684,10,38,4,group_0,user_0_7,829
685,10,39,2,group_0,user_0_7,798
686,31,26,3,group_0,user_0_5,195
687,9,13,4,group_0,user_0_6,576
688,14,38,0,group_0,user_0_9,801
689,27,35,2,group_0,user_0_6,435
690,13,39,4,group_0,user_0_7,867
691,37,24,1,group_0,user_0_1,992
692,9,24,0,group_0,user_0_3,717
693,31,39,4,group_0,user_0_3,3
694,44,12,3,group_0,user_0_4,780
695,15,24,0,group_0,user_0_2,23
696,15,26,1,group_0,user_0_0,629
