id,exampleid,LingPropValID,group,creator,timestamp
129,39,4220,group_0,user_0_9,810
130,16,5889,group_0,user_0_2,382
131,47,1920,group_0,user_0_2,872
132,22,7646,group_0,user_0_9,330
133,47,1227,group_0,user_0_3,449
134,0,4744,group_0,user_0_3,141
135,32,6571,group_0,user_0_4,253
136,35,9192,group_0,user_0_4,509
137,37,9270,group_0,user_0_8,920
138,25,725,group_0,user_0_8,704
139,4,5280,group_0,user_0_1,943
140,25,3398,group_0,user_0_3,899
141,30,35,group_0,user_0_7,753
142,9,1232,group_0,user_0_8,259
143,44,1916,group_0,user_0_6,481
144,7,1216,group_0,user_0_8,64
145,30,7068,group_0,user_0_3,821
146,34,4758,group_0,user_0_3,659
147,7,7685,group_0,user_0_5,153
148,11,9069,group_0,user_0_2,868
149,20,8164,group_0,user_0_3,437
150,22,1361,group_0,user_0_9,40
151,13,8476,group_0,user_0_0,181
152,29,1905,group_0,user_0_7,391
153,28,2287,group_0,user_0_7,19
154,26,8074,group_0,user_0_8,398
155,12,3573,group_0,user_0_5,956
156,32,9677,group_0,user_0_6,971
157,45,8839,group_0,user_0_0,314
158,48,9674,group_0,user_0_6,491
159,6,2462,group_0,user_0_4,116
160,22,3725,group_0,user_0_6,911
161,17,7212,group_0,user_0_8,190
162,25,5054,group_0,user_0_7,718
163,12,5869,group_0,user_0_0,782
164,13,3748,group_0,user_0_5,503
165,19,1034,group_0,user_0_8,593
166,9,3840,group_0,user_0_6,661
167,7,8939,group_0,user_0_6,669
168,47,1934,group_0,user_0_3,462
169,34,3510,group_0,user_0_1,334
170,13,8386,group_0,user_0_5,725
171,2,1349,group_0,user_0_2,815
172,38,908,group_0,user_0_9,654
173,47,7396,group_0,user_0_1,701
174,36,8693,group_0,user_0_8,57
175,2,168,group_0,user_0_4,252
176,18,8855,group_0,user_0_8,670
177,8,2375,group_0,user_0_0,820
178,6,2540,group_0,user_0_1,985
179,46,7303,group_0,user_0_2,47
180,13,5082,group_0,user_0_5,469
181,1,3058,group_0,user_0_9,226
182,4,5067,group_0,user_0_2,250
183,31,7447,group_0,user_0_6,550
184,18,4813,group_0,user_0_8,59
185,33,6107,group_0,user_0_8,830
186,26,7314,group_0,user_0_2,2
187,18,3174,group_0,user_0_2,76
188,4,9005,group_0,user_0_9,515
189,6,3220,group_0,user_0_2,2
190,25,3618,group_0,user_0_1,422
191,12,9714,group_0,user_0_5,290
192,24,261,group_0,user_0_3,938
193,7,4384,group_0,user_0_1,445
194,45,3015,group_0,user_0_0,465
195,32,5039,group_0,user_0_8,574
196,25,9030,group_0,user_0_2,613
197,36,159,group_0,user_0_0,995
198,34,253,group_0,user_0_1,419
199,38,882,group_0,user_0_1,914
200,49,4906,group_0,user_0_8,361
201,10,6829,group_0,user_0_1,891
202,38,9779,group_0,user_0_0,491
203,48,1377,group_0,user_0_0,741
204,9,3233,group_0,user_0_0,630
205,2,5053,group_0,user_0_8,945
206,16,3277,group_0,user_0_9,120
207,16,8653,group_0,user_0_9,711
208,22,5879,group_0,user_0_5,523
209,48,5850,group_0,user_0_8,874
210,2,360,group_0,user_0_2,981
211,47,9643,group_0,user_0_2,354
212,13,3557,group_0,user_0_7,834
213,38,4440,group_0,user_0_6,889
214,15,5165,group_0,user_0_8,643
215,7,1938,group_0,user_0_6,294
216,23,9756,group_0,user_0_7,598
217,41,7490,group_0,user_0_6,744
218,24,898,group_0,user_0_8,282
219,17,6878,group_0,user_0_9,330
220,3,9532,group_0,user_0_9,917
221,18,2463,group_0,user_0_9,483
222,1,8189,group_0,user_0_6,689
223,48,3467,group_0,user_0_4,290
224,20,4886,group_0,user_0_4,767
225,36,9033,group_0,user_0_6,985
226,20,9168,group_0,user_0_0,715
227,11,176,group_0,user_0_7,505
228,18,8238,group_0,user_0_0,436
229,31,4631,group_0,user_0_8,437
230,35,8980,group_0,user_0_2,962
231,20,8208,group_0,user_0_9,109
232,33,2906,group_0,user_0_1,224
233,13,2291,group_0,user_0_6,439
234,45,2057,group_0,user_0_6,358
235,0,3410,group_0,user_0_3,363
236,47,7297,group_0,user_0_6,598
237,9,2051,group_0,user_0_8,164
238,21,1733,group_0,user_0_6,53
239,36,2110,group_0,user_0_0,764
240,33,9055,group_0,user_0_2,486
241,10,9640,group_0,user_0_1,174
242,40,4641,group_0,user_0_0,582
243,28,9056,group_0,user_0_4,543
244,11,3444,group_0,user_0_7,872
245,43,5732,group_0,user_0_8,911
246,21,4853,group_0,user_0_5,640
247,20,6332,group_0,user_0_2,495
248,36,5574,group_0,user_0_4,361
249,41,3813,group_0,user_0_7,746
250,39,1666,group_0,user_0_8,605
251,31,8382,group_0,user_0_8,172
252,0,4348,group_0,user_0_1,203
253,23,5908,group_0,user_0_7,793
254,10,6544,group_0,user_0_6,998
255,26,715,group_0,user_0_5,987
256,42,6266,group_0,user_0_3,247
257,6,2338,group_0,user_0_3,86
258,16,1840,group_0,user_0_9,921
259,32,7766,group_0,user_0_7,46
260,8,1861,group_0,user_0_2,734
261,25,3411,group_0,user_0_6,20
262,18,8621,group_0,user_0_0,25
263,12,9350,group_0,user_0_9,529
264,0,3706,group_0,user_0_2,972
265,12,2855,group_0,user_0_1,91
266,6,491,group_0,user_0_1,848
267,1,2694,group_0,user_0_1,109
268,28,6399,group_0,user_0_5,233
269,7,7731,group_0,user_0_0,728
270,39,1040,group_0,user_0_6,612
271,32,7368,group_0,user_0_3,380
272,17,9045,group_0,user_0_4,87
273,40,1290,group_0,user_0_3,197
274,19,3116,group_0,user_0_9,965
275,39,9853,group_0,user_0_1,141
276,32,7306,group_0,user_0_1,794
277,1,576,group_0,user_0_7,536
278,26,9735,group_0,user_0_4,767
280,14,8254,group_0,user_0_0,370
281,36,5855,group_0,user_0_9,108
282,42,2386,group_0,user_0_8,794
283,4,8868,group_0,user_0_6,271
284,23,6285,group_0,user_0_7,304
285,25,9087,group_0,user_0_5,802
286,18,703,group_0,user_0_9,639
287,44,8701,group_0,user_0_0,49
288,18,9106,group_0,user_0_8,562
289,44,7593,group_0,user_0_8,157
290,42,2952,group_0,user_0_3,736
291,44,3097,group_0,user_0_7,194
292,24,5749,group_0,user_0_5,449
293,9,7493,group_0,user_0_3,602
294,12,541,group_0,user_0_5,326
296,32,4757,group_0,user_0_7,143
297,48,3315,group_0,user_0_6,545
298,32,7647,group_0,user_0_5,154
299,34,5248,group_0,user_0_9,65
300,18,541,group_0,user_0_4,110
301,14,6281,group_0,user_0_3,7
302,30,4264,group_0,user_0_8,29
303,46,5041,group_0,user_0_9,123
304,19,4144,group_0,user_0_6,399
305,29,1643,group_0,user_0_4,45
306,42,1562,group_0,user_0_1,381
307,4,953,group_0,user_0_0,192
308,3,3458,group_0,user_0_2,274
309,0,9916,group_0,user_0_7,470
310,27,7097,group_0,user_0_2,544
311,46,7785,group_0,user_0_9,946
312,8,8088,group_0,user_0_1,850
313,49,3361,group_0,user_0_5,753
314,40,5957,group_0,user_0_9,693
315,22,4647,group_0,user_0_7,733
316,11,9477,group_0,user_0_2,765
317,43,7764,group_0,user_0_8,694
318,34,2480,group_0,user_0_1,47
319,6,609,group_0,user_0_6,336
320,1,7237,group_0,user_0_1,7
321,11,5264,group_0,user_0_5,350
322,8,8764,group_0,user_0_4,808
323,13,5110,group_0,user_0_0,739
324,2,3129,group_0,user_0_4,84
325,8,5608,group_0,user_0_6,875
326,32,2661,group_0,user_0_9,41
327,31,7244,group_0,user_0_3,162
328,39,1261,group_0,user_0_7,41
329,15,7191,group_0,user_0_9,43
330,25,6678,group_0,user_0_4,451
331,48,5820,group_0,user_0_3,657
332,39,4539,group_0,user_0_7,603
333,46,7699,group_0,user_0_2,529
334,31,9184,group_0,user_0_2,220
335,25,5588,group_0,user_0_3,893
336,0,1835,group_0,user_0_5,538
337,32,8835,group_0,user_0_4,78
338,37,9883,group_0,user_0_5,917
339,22,8072,group_0,user_0_4,762
340,33,5224,group_0,user_0_8,516
341,48,217,group_0,user_0_0,856
342,27,2115,group_0,user_0_4,141
343,41,382,group_0,user_0_1,578
344,43,6091,group_0,user_0_2,183
345,3,1770,group_0,user_0_2,467
346,24,8452,group_0,user_0_8,626
347,38,4394,group_0,user_0_1,515
348,42,4489,group_0,user_0_8,746
349,20,4439,group_0,user_0_3,714
350,21,2005,group_0,user_0_2,315
351,47,4410,group_0,user_0_3,953
352,18,4810,group_0,user_0_5,802
353,30,2828,group_0,user_0_7,754
354,35,6994,group_0,user_0_0,24
355,23,1963,group_0,user_0_9,404
357,9,8900,group_0,user_0_7,703
358,12,7398,group_0,user_0_8,808
359,42,6980,group_0,user_0_3,711
360,17,2941,group_0,user_0_4,491
361,42,5198,group_0,user_0_8,989
362,47,1355,group_0,user_0_4,945
363,37,1972,group_0,user_0_3,233
364,37,3337,group_0,user_0_1,422
365,34,9497,group_0,user_0_3,882
366,48,5301,group_0,user_0_5,788
367,28,542,group_0,user_0_4,627
368,16,5024,group_0,user_0_3,113
369,38,2236,group_0,user_0_8,790
370,45,9623,group_0,user_0_7,690
371,6,4361,group_0,user_0_7,233
372,2,856,group_0,user_0_4,968
373,5,2370,group_0,user_0_2,841
374,16,7036,group_0,user_0_6,189
375,13,513,group_0,user_0_3,978
376,4,8035,group_0,user_0_8,294
377,34,3782,group_0,user_0_2,605
378,20,1168,group_0,user_0_3,60
379,4,8374,group_0,user_0_5,13
380,47,2412,group_0,user_0_0,244
381,42,1547,group_0,user_0_3,566
382,6,9627,group_0,user_0_1,739
383,42,6591,group_0,user_0_4,918
384,46,7276,group_0,user_0_1,794
385,14,3879,group_0,user_0_4,902
386,22,5803,group_0,user_0_5,873
387,32,126,group_0,user_0_3,395
388,49,6866,group_0,user_0_0,272
389,14,9616,group_0,user_0_3,234
390,28,1219,group_0,user_0_6,178
391,16,1711,group_0,user_0_2,166
392,27,7864,group_0,user_0_2,369
393,0,2790,group_0,user_0_9,918
394,15,8462,group_0,user_0_8,28
395,34,303,group_0,user_0_8,79
396,25,7838,group_0,user_0_3,264
397,1,13,group_0,user_0_0,362
398,40,7360,group_0,user_0_2,772
399,45,2173,group_0,user_0_8,725
400,14,2708,group_0,user_0_1,104
401,13,5972,group_0,user_0_8,552
402,9,3401,group_0,user_0_9,107
403,10,6156,group_0,user_0_3,85
404,18,1630,group_0,user_0_4,729
405,4,3062,group_0,user_0_0,307
406,27,1163,group_0,user_0_6,361
407,42,2729,group_0,user_0_2,478
408,27,6558,group_0,user_0_6,813
409,13,1584,group_0,user_0_2,643
410,35,2057,group_0,user_0_4,467
411,27,2794,group_0,user_0_3,581
412,37,6552,group_0,user_0_8,167
413,27,821,group_0,user_0_0,102
414,48,4155,group_0,user_0_5,837
415,41,4743,group_0,user_0_2,585
416,32,9525,group_0,user_0_4,178
417,12,8829,group_0,user_0_8,741
418,8,8694,group_0,user_0_3,249
419,32,2447,group_0,user_0_7,506
420,2,6768,group_0,user_0_0,543
421,38,8148,group_0,user_0_3,123
422,24,4435,group_0,user_0_2,346
423,40,6270,group_0,user_0_7,620
424,42,22,group_0,user_0_7,22
425,34,6571,group_0,user_0_0,447
426,47,4128,group_0,user_0_4,819
427,49,2150,group_0,user_0_5,886
428,11,8286,group_0,user_0_7,537
429,42,1210,group_0,user_0_6,289
430,49,5161,group_0,user_0_0,683
431,34,907,group_0,user_0_3,847
432,19,6922,group_0,user_0_3,699
433,24,7945,group_0,user_0_5,8
434,37,48,group_0,user_0_8,270
435,11,503,group_0,user_0_7,448
436,25,328,group_0,user_0_7,65
437,40,1342,group_0,user_0_8,432
438,41,25,group_0,user_0_4,882
439,29,5546,group_0,user_0_3,401
440,27,2900,group_0,user_0_5,457
441,47,2829,group_0,user_0_8,887
442,42,81,group_0,user_0_2,621
443,20,4934,group_0,user_0_6,893
444,41,9547,group_0,user_0_1,982
445,46,1207,group_0,user_0_7,751
446,40,685,group_0,user_0_8,626
447,15,2375,group_0,user_0_3,114
448,2,1479,group_0,user_0_9,668
449,46,1342,group_0,user_0_3,258
450,40,4178,group_0,user_0_7,343
451,44,2327,group_0,user_0_9,136
452,25,3924,group_0,user_0_0,901
453,16,8693,group_0,user_0_9,525
454,4,340,group_0,user_0_9,343
455,43,2289,group_0,user_0_8,61
456,0,6658,group_0,user_0_3,296
457,4,1449,group_0,user_0_1,910
458,33,3548,group_0,user_0_1,506
459,6,1037,group_0,user_0_6,869
460,5,2281,group_0,user_0_7,570
461,42,8782,group_0,user_0_1,546
462,20,4295,group_0,user_0_6,444
463,12,2584,group_0,user_0_1,991
464,49,4037,group_0,user_0_7,232
465,12,9779,group_0,user_0_1,623
466,3,5104,group_0,user_0_7,484
467,1,7614,group_0,user_0_5,740
468,11,519,group_0,user_0_9,362
469,0,3118,group_0,user_0_7,790
470,1,7957,group_0,user_0_1,438
471,0,8572,group_0,user_0_0,524
472,36,8472,group_0,user_0_8,284
473,14,306,group_0,user_0_3,409
474,20,383,group_0,user_0_2,1
475,4,6993,group_0,user_0_9,311
476,24,5570,group_0,user_0_2,213
477,14,6736,group_0,user_0_0,582
478,21,6480,group_0,user_0_8,652
479,5,4023,group_0,user_0_2,310
480,25,5915,group_0,user_0_7,542
481,4,7351,group_0,user_0_9,697
482,44,931,group_0,user_0_6,753
483,20,269,group_0,user_0_4,955
484,19,9945,group_0,user_0_8,980
485,6,4982,group_0,user_0_7,942
486,26,3220,group_0,user_0_1,878
487,49,6984,group_0,user_0_6,849
488,9,4258,group_0,user_0_7,4
489,16,1091,group_0,user_0_1,409
490,34,7635,group_0,user_0_1,127
491,39,6001,group_0,user_0_6,964
492,16,8739,group_0,user_0_0,498
493,45,4682,group_0,user_0_2,367
494,26,2393,group_0,user_0_5,623
495,26,3406,group_0,user_0_2,554
496,9,588,group_0,user_0_4,749
497,35,1958,group_0,user_0_6,841
498,21,9983,group_0,user_0_1,629
499,41,3202,group_0,user_0_3,926
500,24,4284,group_0,user_0_4,2
501,45,1639,group_0,user_0_5,996
502,46,6867,group_0,user_0_2,220
503,8,4525,group_0,user_0_3,444
504,33,6118,group_0,user_0_8,521
505,21,8526,group_0,user_0_9,665
506,24,1554,group_0,user_0_9,381
507,5,8594,group_0,user_0_8,408
508,28,2436,group_0,user_0_5,767
509,21,8980,group_0,user_0_1,286
510,6,2393,group_0,user_0_2,259
511,18,9293,group_0,user_0_6,457
512,27,8551,group_0,user_0_9,226
513,42,8666,group_0,user_0_2,299
514,35,5708,group_0,user_0_9,910
515,4,6473,group_0,user_0_9,671
516,46,6361,group_0,user_0_6,604
517,34,2178,group_0,user_0_0,812
518,24,6027,group_0,user_0_6,832
519,42,468,group_0,user_0_5,944
520,32,9203,group_0,user_0_3,187
521,15,9078,group_0,user_0_9,861
522,7,9964,group_0,user_0_6,614
523,45,4871,group_0,user_0_3,525
524,24,1807,group_0,user_0_6,162
525,19,599,group_0,user_0_9,471
526,36,9654,group_0,user_0_8,253
527,32,9438,group_0,user_0_9,752
528,32,9120,group_0,user_0_7,934
529,26,3735,group_0,user_0_0,908
530,9,3560,group_0,user_0_6,892
531,42,5184,group_0,user_0_6,870
532,24,3518,group_0,user_0_0,414
533,4,2212,group_0,user_0_0,946
534,25,4577,group_0,user_0_9,759
535,26,720,group_0,user_0_0,702
536,14,1799,group_0,user_0_9,450
537,33,2403,group_0,user_0_2,657
538,39,1548,group_0,user_0_1,18
539,22,3855,group_0,user_0_4,685
540,45,1626,group_0,user_0_3,93
541,42,9606,group_0,user_0_5,551
542,32,3845,group_0,user_0_7,556
543,22,707,group_0,user_0_2,296
544,9,5917,group_0,user_0_9,957
545,39,1892,group_0,user_0_4,210
546,30,9718,group_0,user_0_0,625
547,23,769,group_0,user_0_1,388
548,10,2125,group_0,user_0_6,453
549,0,7053,group_0,user_0_9,910
550,32,5097,group_0,user_0_9,836
551,45,7179,group_0,user_0_5,202
552,21,6994,group_0,user_0_7,220
553,7,7548,group_0,user_0_7,432
554,1,168,group_0,user_0_0,63
555,19,5387,group_0,user_0_4,404
556,14,8903,group_0,user_0_0,687
557,35,6078,group_0,user_0_9,532
558,41,9762,group_0,user_0_4,112
559,2,984,group_0,user_0_1,830
560,15,629,group_0,user_0_4,616
561,18,3761,group_0,user_0_8,664
562,20,3879,group_0,user_0_2,371
563,36,1923,group_0,user_0_9,168
564,25,7691,group_0,user_0_8,373
565,48,4478,group_0,user_0_8,70
566,13,8171,group_0,user_0_3,731
567,6,5435,group_0,user_0_6,707
568,40,3581,group_0,user_0_0,851
569,24,2988,group_0,user_0_8,41
570,9,8604,group_0,user_0_5,621
571,7,6514,group_0,user_0_5,306
572,11,2431,group_0,user_0_6,263
573,11,7718,group_0,user_0_2,476
574,16,8211,group_0,user_0_8,619
575,7,4198,group_0,user_0_4,894
576,40,3426,group_0,user_0_8,926
577,10,560,group_0,user_0_1,7
578,16,475,group_0,user_0_6,342
579,46,8321,group_0,user_0_4,937
580,35,3792,group_0,user_0_5,199
581,15,7241,group_0,user_0_1,863
582,7,9864,group_0,user_0_3,971
583,37,6972,group_0,user_0_0,516
584,33,2332,group_0,user_0_6,464
585,36,1496,group_0,user_0_6,776
587,46,4105,group_0,user_0_8,199
588,16,3138,group_0,user_0_6,445
589,19,1271,group_0,user_0_6,217
590,37,7499,group_0,user_0_2,73
591,42,7894,group_0,user_0_7,371
592,12,6588,group_0,user_0_3,315
593,8,9660,group_0,user_0_5,664
594,35,3395,group_0,user_0_0,953
595,12,4809,group_0,user_0_4,503
596,43,6567,group_0,user_0_0,870
597,36,9545,group_0,user_0_2,948
598,0,227,group_0,user_0_7,197
599,43,3071,group_0,user_0_0,485
600,0,3352,group_0,user_0_1,515
601,14,4295,group_0,user_0_6,224
602,48,2525,group_0,user_0_8,553
603,29,4537,group_0,user_0_6,855
604,34,8173,group_0,user_0_6,838
605,19,6396,group_0,user_0_7,799
606,12,5015,group_0,user_0_3,941
607,44,1296,group_0,user_0_2,580
608,2,9590,group_0,user_0_7,408
609,45,5112,group_0,user_0_8,250
610,1,1544,group_0,user_0_4,240
611,20,8665,group_0,user_0_7,403
612,38,339,group_0,user_0_5,150
613,43,3766,group_0,user_0_7,122
614,42,3062,group_0,user_0_9,560
615,24,6382,group_0,user_0_7,241
616,26,7119,group_0,user_0_1,237
617,5,1343,group_0,user_0_4,855
618,1,2893,group_0,user_0_8,894
619,24,9659,group_0,user_0_2,146
620,8,9411,group_0,user_0_4,281
621,36,2355,group_0,user_0_0,779
622,30,7073,group_0,user_0_0,79
623,3,3102,group_0,user_0_5,748
624,35,1697,group_0,user_0_6,712
625,35,7382,group_0,user_0_4,814
626,17,33,group_0,user_0_1,885
627,9,2269,group_0,user_0_3,260
628,8,9218,group_0,user_0_2,702
629,45,2989,group_0,user_0_2,748
630,27,5207,group_0,user_0_1,79
631,12,5716,group_0,user_0_0,111
632,16,5298,group_0,user_0_8,491
633,42,3925,group_0,user_0_9,543
634,28,5459,group_0,user_0_2,52
635,7,2662,group_0,user_0_6,391
636,8,1395,group_0,user_0_8,494
637,22,7621,group_0,user_0_7,730
638,43,7804,group_0,user_0_4,618
639,2,8943,group_0,user_0_4,575
640,36,4479,group_0,user_0_8,37
641,22,7777,group_0,user_0_6,441
642,34,1157,group_0,user_0_4,953
643,30,273,group_0,user_0_2,254
644,30,1632,group_0,user_0_5,921
645,33,3391,group_0,user_0_5,34
646,37,8137,group_0,user_0_3,793
647,0,8117,group_0,user_0_5,504
648,49,7086,group_0,user_0_9,33
649,11,1501,group_0,user_0_0,566
650,45,978,group_0,user_0_4,253
651,25,6676,group_0,user_0_5,915
652,24,6198,group_0,user_0_0,670
653,46,3426,group_0,user_0_9,63
654,30,4278,group_0,user_0_9,844
655,18,9201,group_0,user_0_2,987
656,41,844,group_0,user_0_5,645
657,11,4829,group_0,user_0_2,544
658,12,4620,group_0,user_0_6,704
659,29,547,group_0,user_0_6,143
660,37,753,group_0,user_0_0,191
661,0,6096,group_0,user_0_8,686
662,29,9235,group_0,user_0_3,819
663,49,2489,group_0,user_0_1,919
664,40,7701,group_0,user_0_1,452
665,14,6582,group_0,user_0_2,792
666,17,5459,group_0,user_0_4,89
667,0,5781,group_0,user_0_4,446
668,33,8288,group_0,user_0_4,841
669,36,7955,group_0,user_0_4,625
670,16,1268,group_0,user_0_2,687
671,43,7142,group_0,user_0_5,717
672,21,3134,group_0,user_0_9,320
673,38,9164,group_0,user_0_0,848
674,47,5984,group_0,user_0_4,169
675,12,7991,group_0,user_0_7,868
676,7,5005,group_0,user_0_4,15
677,47,372,group_0,user_0_9,818
678,36,421,group_0,user_0_0,214
679,25,3905,group_0,user_0_3,744
680,25,1505,group_0,user_0_7,254
681,0,2906,group_0,user_0_0,117
682,23,3053,group_0,user_0_4,544
683,6,198,group_0,user_0_8,9
684,0,4989,group_0,user_0_0,614
685,48,1559,group_0,user_0_2,310
686,0,1611,group_0,user_0_6,472
687,42,1975,group_0,user_0_3,52
688,42,8992,group_0,user_0_9,967
689,44,3217,group_0,user_0_9,850
690,6,5508,group_0,user_0_7,146
691,20,8760,group_0,user_0_1,570
692,2,9235,group_0,user_0_8,698
693,46,5957,group_0,user_0_4,955
694,47,6731,group_0,user_0_5,226
695,12,3695,group_0,user_0_5,219
696,39,377,group_0,user_0_2,448
697,33,7117,group_0,user_0_7,572
698,5,5600,group_0,user_0_8,356
699,40,3906,group_0,user_0_3,869
700,44,9306,group_0,user_0_5,389
701,13,6974,group_0,user_0_1,243
702,36,7386,group_0,user_0_7,722
703,28,2641,group_0,user_0_7,394
704,7,3324,group_0,user_0_0,413
705,19,2334,group_0,user_0_2,15
706,38,1678,group_0,user_0_1,833
707,3,4350,group_0,user_0_6,46
708,42,35,group_0,user_0_9,546
709,1,7907,group_0,user_0_7,233
710,5,5607,group_0,user_0_5,438
711,2,5773,group_0,user_0_6,470
712,48,491,group_0,user_0_2,138
713,4,429,group_0,user_0_5,580
714,34,4241,group_0,user_0_3,310
715,34,6813,group_0,user_0_9,358
716,3,8336,group_0,user_0_2,20
717,34,6610,group_0,user_0_9,142
718,5,788,group_0,user_0_3,714
719,37,8259,group_0,user_0_8,783
720,43,5255,group_0,user_0_9,755
721,39,967,group_0,user_0_8,880
722,44,8301,group_0,user_0_7,179
723,27,4843,group_0,user_0_2,710
724,49,4528,group_0,user_0_8,497
725,15,4183,group_0,user_0_2,106
726,19,2548,group_0,user_0_9,134
727,13,6807,group_0,user_0_2,570
728,43,5387,group_0,user_0_2,166
729,37,7713,group_0,user_0_7,982
730,14,4439,group_0,user_0_1,244
731,33,9581,group_0,user_0_1,340
732,20,2631,group_0,user_0_1,375
733,42,2663,group_0,user_0_1,11
734,8,6579,group_0,user_0_7,142
735,22,8383,group_0,user_0_2,861
736,26,9597,group_0,user_0_8,379
737,43,4251,group_0,user_0_3,11
738,15,4607,group_0,user_0_8,428
739,5,4150,group_0,user_0_6,92
740,18,4249,group_0,user_0_0,117
741,48,3913,group_0,user_0_5,712
